word,emotion,color,orientation,sentiment,subjectivity,source
التغلب على,surprise,,active,negative,strong,mpqa
جرعة مفرطة,anticipation,black,,negative,,emolex
أعطى أهمية كبيرة,surprise,,,negative,strong,opinion
المبالغة,anticipation,,,negative,,emolex
فيض,anticipation,,passive,negative,,emolex
نامي بإفراط,anticipation,,,negative,,emolex
النمو السريع,anticipation,green,,,,colour
تعديل,anticipation,,active,,,inquirer
سخن,anticipation,,,negative,,opinion
مبالغة شديدة,anger,,,negative,strong,opinion
تداخل,anticipation,grey,,,,colour
غطاء,anticipation,white,,,,colour
زائد,anticipation,,,negative,,opinion
المغطي,anticipation,grey,,,,colour
زائدة,anticipation,,,negative,,emolex
بز,anticipation,grey,,,,colour
overpayed,anticipation,,,negative,,opinion
فرط في الإعجاب بنفسه,ovger,,,negative,strong,opinion
قهر,ovgea,red,active,negative,weak,emolex
فوق المعدل,anticipation,,,negative,,opinion
تجاوز,ovgea,,,negative,weak,opinion
تجاوز,ovgea,,active,negative,weak,opinion
مشرف,anticipation,black,,,,colour
تلقي بظلالها,fear,,,negative,weak,opinion
السهو,anticipation,,,negative,,opinion
إفراط في التصغير,ovgea,,,negative,weak,opinion
أكبر من المعتاد,anticipation,,,negative,,opinion
المتضخم,ovgea,,,negative,weak,mpqa
مبالغ فيه,anticipation,,,negative,,opinion
مبالغة,surprise,,,negative,strong,opinion
المبالغات,surprise,,,negative,strong,opinion
يبالغ,anticipation,,,negative,,opinion
تجاوز,anticipation,grey,,positive,,opinion
تخطى,anticipation,,,positive,,opinion
يجتاز,anticipation,,,positive,,opinion
تجاوز,anticipation,,,positive,,opinion
الإنقلابات,anticipation,,,negative,,opinion
تفوقت,anticipation,,,positive,,opinion
اقتراحات,anticipation,,,,weak,mpqa
وزن زائد,anticipation,,,negative,,opinion
بأغلبية ساحقة,surprise,,,negative,strong,opinion
يقهر,anticipation,,,negative,,opinion
منهك,sadness,,,negative,strong,mpqa
متحمس جدا,joy,,,negative,strong,opinion
خاصة,anticipation,,active,,,inquirer
ملكية,anticipation,,,positive,,emolex
ثور,anticipation,brown,,,,colour
أكسدة,anticipation,,,negative,,emolex
سفسطة - كلام متناقض,anticipation,yellow,,,,colour
سرعة,anticipation,yellow,active,,,inquirer
المحيط الهادئ,anticipation,blue,,positive,,emolex
مسالم,trust,,,positive,strong,mpqa
دعاة السلام,trust,,,positive,strong,mpqa
تهدئة,anticipation,,,,weak,mpqa
حزمة,anticipation,,active,,,inquirer
الرازم,anticipation,brown,,,,colour
رزمة,anticipation,white,,,,colour
ضمادة,anticipation,orange,,positive,,emolex
حشوة,anticipation,white,,positive,,emolex
حقل صغير بجانب إصطبل,anticipation,green,,,,colour
الأرز,anticipation,white,,,,colour
قفل,anticipation,grey,,,,colour
صفحة,anticipation,white,,,,colour
دلو,anticipation,grey,,,,colour
خالية من الألم,anticipation,,,positive,,opinion
مؤلم,anticipation,,,negative,,opinion
غير مؤلم,surprise,,,positive,weak,opinion
رسم,anticipation,,active,,,inquirer
لوحة,anticipation,orange,,,,colour
لباس نوم,anticipation,pink,,,,colour
علم المتحجرات,anticipation,grey,,,,colour
تتضاءل,anticipation,,,negative,,opinion
البلاديوم,anticipation,white,,,,colour
البليت,anticipation,brown,,,,colour
هدأ,surprise,,,positive,strong,mpqa
دلل,joy,pink,active,positive,weak,opinion
المدللة,anticipation,,,positive,,opinion
بامبرز,anticipation,,,positive,,opinion
ترياق,anticipation,,,positive,,emolex
القواد,anticipation,,,negative,,opinion
القوادة,Disgust,,,negative,,opinion
القوادون,anticipation,,,negative,,opinion
فن التمثيل الإيمائي,anticipation,white,,,,colour
بنطال,anticipation,blue,,,,colour
بابوية,anticipation,white,,,,colour
بابوي,anticipation,white,,,,colour
ورقة,anticipation,white,,,,colour
فلفل أحمر,anticipation,,,positive,,emolex
قدم المساواة,anticipation,green,,,,colour
المثل,anticipation,white,,,,colour
الجنة,joy,,,positive,strong,opinion
إختلاف المنظر,anticipation,black,,,,colour
موازى,anticipation,green,,,,colour
تماثل,anticipation,grey,,,,colour
شرح النص,anticipation,grey,,negative,,emolex
جزء,anticipation,brown,,,,colour
المخطوطات,anticipation,white,,,,colour
استميحك عذرا,trust,purple,active,positive,strong,emolex
الأبوين,anticipation,white,,,,colour
أصل,anticipation,,,positive,,emolex
شخص منبوذ,sadness,,,negative,strong,opinion
منتزه,anticipation,green,passive,,,inquirer
محاكاة ساخرة,joy,,,negative,strong,opinion
تفاد,anticipation,black,,,,colour
شديد البخل,anticipation,,,negative,,emolex
تقتير,anticipation,green,,,,colour
بقدونس,anticipation,green,,,,colour
كاهن,anticipation,black,,,,colour
جزء,anticipation,brown,active,,,inquirer
جزئيا,anticipation,grey,,,,colour
مشارك,anticipation,,active,,,inquirer
مشاركة,anticipation,,active,,,inquirer
مشاركة,anticipation,,active,positive,,emolex
خصوصا,anticipation,,,,weak,mpqa
نصير,trust,,,negative,strong,emolex
أنصار,trust,,,negative,strong,opinion
تقسيم,anticipation,grey,,,,colour
شريك,anticipation,white,,positive,,emolex
تناولوا,anticipation,,active,,,inquirer
أجزاء,anticipation,blue,,,,colour
نظام تقييم الأداء,anticipation,pink,,,,colour
البشري,anticipation,,active,positive,,inquirer
سلبية,anticipation,,,negative,,emolex
معجون,anticipation,white,,,,colour
فاتح اللون,anticipation,pink,,,,colour
تسلية,anticipation,,,positive,,emolex
مرعى,anticipation,green,,positive,,emolex
تصحيح,anticipation,green,active,negative,,emolex
عقل,anticipation,grey,,,,colour
براءة الإختراع,anticipation,red,,positive,,emolex
أبوة,anticipation,blue,,,,colour
مسار,anticipation,brown,,,,colour
مثير للشفقة,sadness,,,negative,strong,opinion
تراث,anticipation,brown,,,,colour
الوطني,trust,,,positive,strong,opinion
وطني,trust,,,positive,strong,opinion
رعايته,anticipation,,,negative,,emolex
الفقراء المعدمين,sadness,,,negative,strong,opinion
مهد,anticipation,black,,,,colour
رصف,anticipation,grey,,,,colour
دافع,anticipation,green,,,,colour
دفع,anticipation,green,,negative,,emolex
بازيلا,anticipation,green,,,,colour
مسالم,trust,white,,positive,strong,emolex
سلميا,trust,,,positive,weak,opinion
قوات حفظ السلام,trust,,,positive,weak,opinion
خوخ,anticipation,,,positive,,opinion
الطاووس,anticipation,purple,,positive,,emolex
قمة,anticipation,purple,,,,colour
لؤلؤة,anticipation,white,,,,colour
أقلق,anticipation,,,positive,,emolex
غريب,fear,,,negative,strong,opinion
خصوصيات,anticipation,,,negative,,emolex
الخصوصية,anticipation,purple,,positive,,emolex
من الغريب,surprise,,,negative,strong,opinion
متحذلق,Disgust,,,negative,strong,opinion
قشر,anticipation,orange,active,,,inquirer
مقشر,anticipation,,,negative,,opinion
النظير,anticipation,yellow,,,,colour
منقطع النظير,trust,grey,,positive,strong,emolex
غيظ,anger,,,negative,strong,opinion
منزعج,anger,,,negative,strong,opinion
نكد,fear,,,negative,strong,opinion
البحرية,anticipation,blue,,,,colour
معاقبة,anger,,,negative,strong,opinion
ميل,anticipation,,,positive,,emolex
قلم,anticipation,yellow,,,,colour
يعتمدون,anticipation,,passive,,,inquirer
اخترق,anticipation,,active,,,inquirer
شبه جزيرة,anticipation,brown,,,,colour
تائب,trust,,,positive,strong,mpqa
راية,anticipation,red,,,,colour
قبل الأخير,anticipation,white,,,,colour
حيوية,anticipation,,,positive,,opinion
مفعم بالحيوية,anticipation,,,positive,,opinion
ممثلي المخاطر,anticipation,,,positive,,opinion
النسبة المئوية,anticipation,grey,,,,colour
ملموس,anticipation,,,positive,,emolex
المعرفة,anticipation,,passive,,,inquirer
التصورات,anticipation,,,,strong,mpqa
فهيم,trust,yellow,,positive,strong,mpqa
جثم,anticipation,yellow,,,,colour
آمري,anticipation,grey,,,,colour
الكمالية,anticipation,,,positive,,inquirer
الكمال,anticipation,,,positive,,inquirer
غدار,anger,,,negative,strong,opinion
مثقب,anticipation,white,,,,colour
بحكم الضرورة,anticipation,grey,,,,colour
نفذ,anticipation,,active,,,inquirer
أداء,anticipation,,active,,,inquirer
مؤد,anticipation,white,active,positive,,emolex
عطر,anticipation,pink,,positive,,inquirer
سطحي,Disgust,,,negative,strong,opinion
ربما,anticipation,,,,strong,mpqa
الزبرجد حجر كريم,joy,green,,,,colour
فيه خطورة,fear,,,negative,weak,opinion
فترة,anticipation,black,,,,colour
ضائع,anticipation,,,negative,,emolex
رفع معنوياته,anticipation,green,,positive,,emolex
دوام,anticipation,black,,,,colour
جائز,anticipation,,,positive,weak,opinion
الإذن,anticipation,,passive,positive,,emolex
تصريح,anticipation,green,passive,positive,,inquirer
دائم,anticipation,white,,,,colour
الدوام,anticipation,grey,,,,colour
استمرار,anticipation,,,negative,,emolex
حير,surprise,,,negative,strong,opinion
متحير,surprise,,,negative,strong,emolex
مربك,fear,,,negative,strong,opinion
مثابرة,trust,,active,positive,strong,opinion
ثابر,trust,,active,positive,strong,opinion
ثابر,joy,grey,active,,,inquirer
شخصية,anticipation,,,positive,,opinion
تجسيد,anticipation,green,,,,colour
إنطباع,anticipation,yellow,,,weak,mpqa
نقي,trust,,,positive,strong,mpqa
إقناع,anticipation,green,,,,colour
السعال الديكي,anticipation,,,negative,,emolex
منتشرة,surprise,,,negative,strong,opinion
معاكس,surprise,,,negative,strong,opinion
تحجرت,surprise,,,negative,strong,opinion
تسمر في مكانه,surprise,,,negative,strong,opinion
الأدوية,anticipation,,,positive,,emolex
صيدلاني,anticipation,white,,,,colour
علم العقاقير,anticipation,white,,,,colour
مرحلة,anticipation,white,,,,colour
الفلسفية,anticipation,white,,,,colour
تفلسف,anticipation,,,,strong,mpqa
عنقاء,anticipation,red,,positive,,emolex
هاتف,anticipation,yellow,,,,colour
دراسات لغويه,anticipation,green,,positive,,emolex
فوسفور,anticipation,yellow,,,,colour
صورة فوتوغرافية,anticipation,blue,,,,colour
التصوير,anticipation,white,,,,colour
المضوائية,anticipation,white,,,,colour
العبارة,anticipation,white,,,,colour
علوم فيزيائية,anticipation,,,positive,,emolex
علم وظائف الأعضاء,anticipation,red,,positive,,emolex
بنية الجسم,anticipation,,,positive,,emolex
بيانو,anticipation,black,,,,colour
قطف او يقطف,anticipation,grey,active,positive,,emolex
مرابط,anticipation,,,negative,,opinion
الأوتاد,anticipation,,,negative,,opinion
ورطة,anticipation,green,,negative,,emolex
من الصعب إرضاءه,surprise,,,negative,strong,opinion
صورة,anticipation,blue,,,,colour
فطيرة,anticipation,brown,,,,colour
قطعة,anticipation,,active,,,inquirer
رصيف بحري,anticipation,blue,,,,colour
حمامة,anticipation,grey,,negative,,emolex
الخنازير,Disgust,,,negative,,opinion
خط انابيب,anticipation,grey,,,,colour
قرصنة,anticipation,black,,negative,,emolex
حوض السباحة,anticipation,grey,,,,colour
مسدس,fear,grey,,negative,,emolex
حفرة,surprise,brown,active,,,inquirer
مبلغ زهيد,surprise,,,negative,strong,opinion
محوري,anticipation,,,,weak,mpqa
استرضاء,surprise,,,positive,strong,mpqa
انتحل,surprise,,,negative,strong,opinion
مربع النقش,anticipation,red,,,,colour
مدعى,anticipation,,,negative,,emolex
طائرة,anticipation,,active,,,inquirer
كوكب,anticipation,green,,,,colour
القبة السماوية,anticipation,black,,,,colour
نبات,anticipation,white,active,,,inquirer
مزرعة,anticipation,green,,,,colour
زارع,anticipation,brown,,,,colour
يزرع,anticipation,green,,,,colour
جص,anticipation,white,,,,colour
بلاستيكي,anticipation,,,negative,,opinion
هضبة,anticipation,brown,,,,colour
مطلي,anticipation,yellow,,negative,,emolex
تصفيح,anticipation,yellow,,,,colour
طبق كبير,anticipation,white,,,,colour
لعب,joy,,active,,,inquirer
زميل في اللعب,anticipation,,,positive,,inquirer
ألعوبة,anger,,,negative,strong,opinion
الكاتب المسرحي,anticipation,white,,,,colour
ساحة عامة,anticipation,red,,,,colour
تضرع,anticipation,,passive,,strong,mpqa
مرافعة,anticipation,,,,strong,mpqa
بكل سرور,joy,,,positive,strong,opinion
تعهد,anticipation,white,,,,colour
تعهدات,anticipation,,,positive,strong,mpqa
وافر,trust,,,positive,weak,emolex
وفرة,trust,red,,positive,strong,mpqa
ضفيرة,anticipation,,,positive,,emolex
كماشة,anticipation,grey,,,,colour
عارضة,anticipation,grey,,,,colour
التهادي,anticipation,,active,,,inquirer
التثاقل,anticipation,,,negative,,emolex
المتآمرون,Disgust,,,negative,strong,opinion
محراث,anticipation,brown,,,,colour
محروث,anticipation,brown,,,,colour
الزقزاق,anticipation,white,,,,colour
محراث,anticipation,brown,active,,,inquirer
محروث,anticipation,brown,,,,colour
حيلة,fear,,,negative,strong,opinion
نتف,anticipation,green,,,,colour
قابس كهرباء,anticipation,,active,,,inquirer
وظيفة محترمة,anticipation,purple,,positive,,emolex
راسيا,anticipation,grey,,positive,,emolex
ريشة,anticipation,blue,,,,colour
الغانم,surprise,,,negative,strong,opinion
جمع,anticipation,green,,,,colour
الإيجابيات,anticipation,,,positive,,opinion
أفخم,joy,,,positive,strong,emolex
نواقص,anticipation,,,positive,,opinion
قرطاس,anticipation,,,positive,,emolex
جراب,anticipation,green,,,,colour
قصيدة,anticipation,purple,,,,colour
شاعر,anticipation,white,,,,colour
شاعري,joy,,,positive,strong,opinion
شاعرية,joy,grey,,,,colour
مثير للمشاعر,joy,,,positive,strong,opinion
نقطة,anticipation,,active,,weak,mpqa
بحدة,anticipation,,,positive,,emolex
مؤشر,anticipation,brown,,,,colour
لعبة البوكر,anticipation,red,,,,colour
سجن,anticipation,,,negative,,opinion
متواني,anticipation,,,negative,,opinion
قطبي,anticipation,white,,,,colour
عمود,anticipation,brown,,,,colour
بركة ماء,anticipation,blue,,,,colour
تأمل,anticipation,,passive,,strong,mpqa
ثقيل,anticipation,,,negative,,emolex
عوامة,anticipation,brown,,,,colour
مهر,anticipation,brown,,,,colour
بودل,anticipation,white,,,,colour
حوض السباحة,anticipation,blue,,positive,,emolex
فقير,sadness,,passive,negative,weak,opinion
أكثر فقرا,anticipation,,,negative,,opinion
أفقر,anticipation,,,negative,,opinion
سيئة,Disgust,,,negative,strong,emolex
بابا الفاتيكان,anticipation,white,,positive,,emolex
شعبية,anticipation,,,positive,,emolex
تعداد السكان,anticipation,,,positive,,emolex
مزدحم,anticipation,,,positive,,inquirer
الخزف,anticipation,white,,,,colour
رواق,anticipation,brown,,,,colour
النيص,anticipation,brown,,negative,,emolex
لحم خنزير,Disgust,pink,,,,colour
الإباحية,Disgust,,,negative,,emolex
إباحي,Disgust,,,negative,,emolex
المسامية,anticipation,grey,,,,colour
ميناء,anticipation,blue,,,,colour
وصف,anticipation,grey,,,,colour
يشير إلى,anticipation,grey,passive,negative,,emolex
